,result,goldat15,opp_goldat15,golddiffat15,winning_lane
71532,1,5230.0,5032.0,198.0,1
71537,0,5032.0,5230.0,-198.0,0
71544,1,6916.0,4040.0,2876.0,1
71549,0,4040.0,6916.0,-2876.0,0
71556,1,5433.0,5038.0,395.0,1
71561,0,5038.0,5433.0,-395.0,0
71568,1,7229.0,3627.0,3602.0,1
71573,0,3627.0,7229.0,-3602.0,0
71580,1,5762.0,4227.0,1535.0,1
71585,0,4227.0,5762.0,-1535.0,0
71592,1,5415.0,4748.0,667.0,1
71597,0,4748.0,5415.0,-667.0,0
71604,0,6425.0,4511.0,1914.0,1
71609,1,4511.0,6425.0,-1914.0,0
71616,1,4889.0,5831.0,-942.0,0
71621,0,5831.0,4889.0,942.0,1
71628,0,5347.0,5225.0,122.0,1
71633,1,5225.0,5347.0,-122.0,0
71640,1,4881.0,4857.0,24.0,1
71645,0,4857.0,4881.0,-24.0,0
71652,1,5189.0,5102.0,87.0,1
71657,0,5102.0,5189.0,-87.0,0
71664,0,5294.0,5230.0,64.0,1
71669,1,5230.0,5294.0,-64.0,0
71676,0,5351.0,4721.0,630.0,1
71681,1,4721.0,5351.0,-630.0,0
71688,0,3889.0,5561.0,-1672.0,0
71693,1,5561.0,3889.0,1672.0,1
71700,0,4436.0,5930.0,-1494.0,0
71705,1,5930.0,4436.0,1494.0,1
71712,0,5112.0,4939.0,173.0,1
71717,1,4939.0,5112.0,-173.0,0
71724,1,5565.0,4821.0,744.0,1
71729,0,4821.0,5565.0,-744.0,0
71736,0,4733.0,4611.0,122.0,1
71741,1,4611.0,4733.0,-122.0,0
71748,1,6114.0,4263.0,1851.0,1
71753,0,4263.0,6114.0,-1851.0,0
71760,1,4350.0,7060.0,-2710.0,0
71765,0,7060.0,4350.0,2710.0,1
71772,0,4369.0,6425.0,-2056.0,0
71777,1,6425.0,4369.0,2056.0,1
71784,1,5587.0,4564.0,1023.0,1
71789,0,4564.0,5587.0,-1023.0,0
71796,1,5625.0,4605.0,1020.0,1
71801,0,4605.0,5625.0,-1020.0,0
71808,1,6410.0,5541.0,869.0,1
71813,0,5541.0,6410.0,-869.0,0
71820,1,6179.0,4718.0,1461.0,1
71825,0,4718.0,6179.0,-1461.0,0
71832,1,4666.0,4359.0,307.0,1
71837,0,4359.0,4666.0,-307.0,0
71844,0,4871.0,4963.0,-92.0,0
71849,1,4963.0,4871.0,92.0,1
71856,1,3716.0,6150.0,-2434.0,0
71861,0,6150.0,3716.0,2434.0,1
71868,1,4776.0,4401.0,375.0,1
71873,0,4401.0,4776.0,-375.0,0
71880,0,5566.0,6747.0,-1181.0,0
71885,1,6747.0,5566.0,1181.0,1
71892,0,5174.0,5780.0,-606.0,0
71897,1,5780.0,5174.0,606.0,1
71904,1,5778.0,5270.0,508.0,1
71909,0,5270.0,5778.0,-508.0,0
71916,1,6106.0,4242.0,1864.0,1
71921,0,4242.0,6106.0,-1864.0,0
71928,1,5313.0,4912.0,401.0,1
71933,0,4912.0,5313.0,-401.0,0
71940,1,4850.0,5191.0,-341.0,0
71945,0,5191.0,4850.0,341.0,1
71952,1,5683.0,4892.0,791.0,1
71957,0,4892.0,5683.0,-791.0,0
71964,1,4556.0,5326.0,-770.0,0
71969,0,5326.0,4556.0,770.0,1
71976,1,6318.0,4985.0,1333.0,1
71981,0,4985.0,6318.0,-1333.0,0
71988,0,4937.0,6338.0,-1401.0,0
71993,1,6338.0,4937.0,1401.0,1
72000,0,5600.0,5161.0,439.0,1
72005,1,5161.0,5600.0,-439.0,0
72012,1,4867.0,4994.0,-127.0,0
72017,0,4994.0,4867.0,127.0,1
72024,0,5061.0,5328.0,-267.0,0
72029,1,5328.0,5061.0,267.0,1
72036,1,4758.0,5784.0,-1026.0,0
72041,0,5784.0,4758.0,1026.0,1
72048,0,6399.0,4592.0,1807.0,1
72053,1,4592.0,6399.0,-1807.0,0
72060,0,5620.0,4355.0,1265.0,1
72065,1,4355.0,5620.0,-1265.0,0
72072,0,4414.0,6310.0,-1896.0,0
72077,1,6310.0,4414.0,1896.0,1
72084,0,3900.0,5782.0,-1882.0,0
72089,1,5782.0,3900.0,1882.0,1
72096,1,6403.0,5075.0,1328.0,1
72101,0,5075.0,6403.0,-1328.0,0
72108,1,6206.0,4816.0,1390.0,1
72113,0,4816.0,6206.0,-1390.0,0
72120,1,4065.0,5036.0,-971.0,0
72125,0,5036.0,4065.0,971.0,1
72132,0,4403.0,6451.0,-2048.0,0
72137,1,6451.0,4403.0,2048.0,1
72144,0,4202.0,6112.0,-1910.0,0
72149,1,6112.0,4202.0,1910.0,1
72156,1,4809.0,6184.0,-1375.0,0
72161,0,6184.0,4809.0,1375.0,1
72168,0,4031.0,5461.0,-1430.0,0
72173,1,5461.0,4031.0,1430.0,1
72180,1,6126.0,4221.0,1905.0,1
72185,0,4221.0,6126.0,-1905.0,0
72192,0,5318.0,4357.0,961.0,1
72197,1,4357.0,5318.0,-961.0,0
72204,0,4069.0,5001.0,-932.0,0
72209,1,5001.0,4069.0,932.0,1
72216,1,4466.0,5350.0,-884.0,0
72221,0,5350.0,4466.0,884.0,1
72228,1,5587.0,6644.0,-1057.0,0
72233,0,6644.0,5587.0,1057.0,1
72240,1,6384.0,4298.0,2086.0,1
72245,0,4298.0,6384.0,-2086.0,0
72252,1,6580.0,4018.0,2562.0,1
72257,0,4018.0,6580.0,-2562.0,0
72264,0,5464.0,4578.0,886.0,1
72269,1,4578.0,5464.0,-886.0,0
72276,1,5987.0,4204.0,1783.0,1
72281,0,4204.0,5987.0,-1783.0,0
72288,1,5842.0,4516.0,1326.0,1
72293,0,4516.0,5842.0,-1326.0,0
72300,0,5859.0,5341.0,518.0,1
72305,1,5341.0,5859.0,-518.0,0
72312,0,4552.0,4809.0,-257.0,0
72317,1,4809.0,4552.0,257.0,1
72324,1,4684.0,5693.0,-1009.0,0
72329,0,5693.0,4684.0,1009.0,1
72336,1,4859.0,5398.0,-539.0,0
72341,0,5398.0,4859.0,539.0,1
72348,0,4195.0,6372.0,-2177.0,0
72353,1,6372.0,4195.0,2177.0,1
72360,0,5653.0,4484.0,1169.0,1
72365,1,4484.0,5653.0,-1169.0,0
72372,1,6805.0,4102.0,2703.0,1
72377,0,4102.0,6805.0,-2703.0,0
72384,1,5841.0,5347.0,494.0,1
72389,0,5347.0,5841.0,-494.0,0
72396,0,4780.0,4975.0,-195.0,0
72401,1,4975.0,4780.0,195.0,1
72408,0,5719.0,4469.0,1250.0,1
72413,1,4469.0,5719.0,-1250.0,0
72420,0,4471.0,6227.0,-1756.0,0
72425,1,6227.0,4471.0,1756.0,1
72432,1,5826.0,5300.0,526.0,1
72437,0,5300.0,5826.0,-526.0,0
72444,0,4686.0,5521.0,-835.0,0
72449,1,5521.0,4686.0,835.0,1
72456,1,4563.0,4901.0,-338.0,0
72461,0,4901.0,4563.0,338.0,1
72468,1,4431.0,6116.0,-1685.0,0
72473,0,6116.0,4431.0,1685.0,1
72480,1,7079.0,5058.0,2021.0,1
72485,0,5058.0,7079.0,-2021.0,0
72492,0,4714.0,5137.0,-423.0,0
72497,1,5137.0,4714.0,423.0,1
72504,0,5082.0,5164.0,-82.0,0
72509,1,5164.0,5082.0,82.0,1
72516,1,5168.0,5047.0,121.0,1
72521,0,5047.0,5168.0,-121.0,0
72528,0,5153.0,4443.0,710.0,1
72533,1,4443.0,5153.0,-710.0,0
72540,1,4885.0,4737.0,148.0,1
72545,0,4737.0,4885.0,-148.0,0
72552,1,4999.0,4466.0,533.0,1
72557,0,4466.0,4999.0,-533.0,0
72564,0,5182.0,5805.0,-623.0,0
72569,1,5805.0,5182.0,623.0,1
72576,0,4936.0,5489.0,-553.0,0
72581,1,5489.0,4936.0,553.0,1
72588,1,5759.0,4537.0,1222.0,1
72593,0,4537.0,5759.0,-1222.0,0
72600,0,5966.0,4858.0,1108.0,1
72605,1,4858.0,5966.0,-1108.0,0
72612,0,4980.0,8362.0,-3382.0,0
72617,1,8362.0,4980.0,3382.0,1
72624,1,5052.0,5217.0,-165.0,0
72629,0,5217.0,5052.0,165.0,1
72636,1,4846.0,5234.0,-388.0,0
72641,0,5234.0,4846.0,388.0,1
72648,0,5140.0,5359.0,-219.0,0
72653,1,5359.0,5140.0,219.0,1
72660,1,6284.0,4495.0,1789.0,1
72665,0,4495.0,6284.0,-1789.0,0
72672,0,4530.0,6120.0,-1590.0,0
72677,1,6120.0,4530.0,1590.0,1
72684,1,4598.0,5248.0,-650.0,0
72689,0,5248.0,4598.0,650.0,1
72696,0,4722.0,5863.0,-1141.0,0
72701,1,5863.0,4722.0,1141.0,1
72708,1,5282.0,5525.0,-243.0,0
72713,0,5525.0,5282.0,243.0,1
72720,0,5352.0,5381.0,-29.0,0
72725,1,5381.0,5352.0,29.0,1
72732,1,5237.0,5219.0,18.0,1
72739,0,5219.0,5237.0,-18.0,0
72744,1,5499.0,4870.0,629.0,1
72749,0,4870.0,5499.0,-629.0,0
72756,0,4388.0,5396.0,-1008.0,0
72761,1,5396.0,4388.0,1008.0,1
72768,0,5613.0,5174.0,439.0,1
72773,1,5174.0,5613.0,-439.0,0
72780,0,5101.0,4832.0,269.0,1
72785,1,4832.0,5101.0,-269.0,0
72792,0,5138.0,5699.0,-561.0,0
72797,1,5699.0,5138.0,561.0,1
72804,1,4822.0,5112.0,-290.0,0
72809,0,5112.0,4822.0,290.0,1
72816,1,5345.0,5037.0,308.0,1
72821,0,5037.0,5345.0,-308.0,0
72828,1,6019.0,3763.0,2256.0,1
72833,0,3763.0,6019.0,-2256.0,0
72840,1,4676.0,5525.0,-849.0,0
72845,0,5525.0,4676.0,849.0,1
72852,1,5920.0,4276.0,1644.0,1
72857,0,4276.0,5920.0,-1644.0,0
72864,0,5230.0,5207.0,23.0,1
72869,1,5207.0,5230.0,-23.0,0
72876,0,4195.0,4907.0,-712.0,0
72881,1,4907.0,4195.0,712.0,1
72888,1,6415.0,3853.0,2562.0,1
72893,0,3853.0,6415.0,-2562.0,0
72900,1,6685.0,4814.0,1871.0,1
72905,0,4814.0,6685.0,-1871.0,0
72912,1,4820.0,5035.0,-215.0,0
72917,0,5035.0,4820.0,215.0,1
72924,1,4988.0,4874.0,114.0,1
72929,0,4874.0,4988.0,-114.0,0
72936,1,4806.0,6073.0,-1267.0,0
72941,0,6073.0,4806.0,1267.0,1
72948,0,4476.0,6228.0,-1752.0,0
72953,1,6228.0,4476.0,1752.0,1
72960,1,4938.0,7042.0,-2104.0,0
72965,0,7042.0,4938.0,2104.0,1
72972,0,4417.0,4855.0,-438.0,0
72977,1,4855.0,4417.0,438.0,1
72984,0,5145.0,4876.0,269.0,1
72989,1,4876.0,5145.0,-269.0,0
72996,0,4512.0,5439.0,-927.0,0
73001,1,5439.0,4512.0,927.0,1
73008,0,4824.0,4891.0,-67.0,0
73013,1,4891.0,4824.0,67.0,1
73020,1,5920.0,4782.0,1138.0,1
73025,0,4782.0,5920.0,-1138.0,0
73032,1,4931.0,5727.0,-796.0,0
73037,0,5727.0,4931.0,796.0,1
73044,1,4294.0,5279.0,-985.0,0
73049,0,5279.0,4294.0,985.0,1
73056,1,4816.0,5045.0,-229.0,0
73061,0,5045.0,4816.0,229.0,1
73068,0,4253.0,5986.0,-1733.0,0
73073,1,5986.0,4253.0,1733.0,1
73080,1,5058.0,4990.0,68.0,1
73085,0,4990.0,5058.0,-68.0,0
73092,0,4768.0,5907.0,-1139.0,0
73097,1,5907.0,4768.0,1139.0,1
73104,0,5068.0,5517.0,-449.0,0
73109,1,5517.0,5068.0,449.0,1
73116,0,5217.0,4478.0,739.0,1
73121,1,4478.0,5217.0,-739.0,0
73128,1,5411.0,4553.0,858.0,1
73133,0,4553.0,5411.0,-858.0,0
73140,1,5416.0,4632.0,784.0,1
73145,0,4632.0,5416.0,-784.0,0
73152,1,5462.0,4993.0,469.0,1
73157,0,4993.0,5462.0,-469.0,0
73164,1,5684.0,4661.0,1023.0,1
73169,0,4661.0,5684.0,-1023.0,0
73176,0,5868.0,5069.0,799.0,1
73181,1,5069.0,5868.0,-799.0,0
73188,0,4353.0,7274.0,-2921.0,0
73193,1,7274.0,4353.0,2921.0,1
73200,1,5564.0,5263.0,301.0,1
73208,0,5263.0,5564.0,-301.0,0
73212,1,6861.0,5110.0,1751.0,1
73217,0,5110.0,6861.0,-1751.0,0
73224,1,5887.0,4537.0,1350.0,1
73229,0,4537.0,5887.0,-1350.0,0
73236,1,5093.0,4515.0,578.0,1
73241,0,4515.0,5093.0,-578.0,0
73248,0,4764.0,5523.0,-759.0,0
73253,1,5523.0,4764.0,759.0,1
73260,1,4540.0,5123.0,-583.0,0
73265,0,5123.0,4540.0,583.0,1
73272,1,5541.0,4960.0,581.0,1
73277,0,4960.0,5541.0,-581.0,0
73284,1,6160.0,4320.0,1840.0,1
73289,0,4320.0,6160.0,-1840.0,0
73296,1,4811.0,4583.0,228.0,1
73301,0,4583.0,4811.0,-228.0,0
73308,1,5426.0,5115.0,311.0,1
73313,0,5115.0,5426.0,-311.0,0
73320,1,5004.0,6046.0,-1042.0,0
73325,0,6046.0,5004.0,1042.0,1
73332,1,6807.0,5629.0,1178.0,1
73337,0,5629.0,6807.0,-1178.0,0
73344,1,5686.0,4512.0,1174.0,1
73349,0,4512.0,5686.0,-1174.0,0
73356,0,5209.0,6972.0,-1763.0,0
73361,1,6972.0,5209.0,1763.0,1
73368,0,5263.0,5199.0,64.0,1
73373,1,5199.0,5263.0,-64.0,0
73380,1,5587.0,4808.0,779.0,1
73385,0,4808.0,5587.0,-779.0,0
73392,0,4756.0,5192.0,-436.0,0
73397,1,5192.0,4756.0,436.0,1
73404,0,5631.0,5841.0,-210.0,0
73409,1,5841.0,5631.0,210.0,1
73416,1,5335.0,5450.0,-115.0,0
73421,0,5450.0,5335.0,115.0,1
73428,1,6187.0,5106.0,1081.0,1
73433,0,5106.0,6187.0,-1081.0,0
73440,0,5149.0,4500.0,649.0,1
73445,1,4500.0,5149.0,-649.0,0
73452,0,3637.0,6426.0,-2789.0,0
73457,1,6426.0,3637.0,2789.0,1
73464,1,5418.0,4435.0,983.0,1
73469,0,4435.0,5418.0,-983.0,0
73476,0,4411.0,5485.0,-1074.0,0
73481,1,5485.0,4411.0,1074.0,1
73488,0,4880.0,5190.0,-310.0,0
73493,1,5190.0,4880.0,310.0,1
73500,0,4413.0,7480.0,-3067.0,0
73505,1,7480.0,4413.0,3067.0,1
73512,0,5662.0,4818.0,844.0,1
73517,1,4818.0,5662.0,-844.0,0
73524,1,5398.0,5527.0,-129.0,0
73529,0,5527.0,5398.0,129.0,1
73536,1,5137.0,4475.0,662.0,1
73541,0,4475.0,5137.0,-662.0,0
73548,0,5289.0,4809.0,480.0,1
73553,1,4809.0,5289.0,-480.0,0
73560,0,4546.0,5930.0,-1384.0,0
73565,1,5930.0,4546.0,1384.0,1
73572,0,4551.0,6388.0,-1837.0,0
73577,1,6388.0,4551.0,1837.0,1
73584,1,4951.0,5413.0,-462.0,0
73589,0,5413.0,4951.0,462.0,1
73596,1,5301.0,4574.0,727.0,1
73601,0,4574.0,5301.0,-727.0,0
73608,1,6000.0,4125.0,1875.0,1
73613,0,4125.0,6000.0,-1875.0,0
73620,1,6583.0,4636.0,1947.0,1
73625,0,4636.0,6583.0,-1947.0,0
73632,1,4748.0,4840.0,-92.0,0
73637,0,4840.0,4748.0,92.0,1
73644,1,6394.0,4889.0,1505.0,1
73649,0,4889.0,6394.0,-1505.0,0
73656,0,5171.0,6020.0,-849.0,0
73661,1,6020.0,5171.0,849.0,1
73668,1,4135.0,6589.0,-2454.0,0
73673,0,6589.0,4135.0,2454.0,1
73680,0,5042.0,5682.0,-640.0,0
73685,1,5682.0,5042.0,640.0,1
73692,0,5456.0,5351.0,105.0,1
73697,1,5351.0,5456.0,-105.0,0
73704,1,4749.0,4748.0,1.0,1
73709,0,4748.0,4749.0,-1.0,0
73716,1,6051.0,4379.0,1672.0,1
73721,0,4379.0,6051.0,-1672.0,0
73728,1,5346.0,4361.0,985.0,1
73733,0,4361.0,5346.0,-985.0,0
73740,1,4626.0,4633.0,-7.0,0
73745,0,4633.0,4626.0,7.0,1
73752,0,4162.0,6130.0,-1968.0,0
73757,1,6130.0,4162.0,1968.0,1
73764,1,4710.0,5331.0,-621.0,0
73769,0,5331.0,4710.0,621.0,1
73776,1,4952.0,4672.0,280.0,1
73781,0,4672.0,4952.0,-280.0,0
73788,0,4431.0,6630.0,-2199.0,0
73793,1,6630.0,4431.0,2199.0,1
73800,0,5756.0,4421.0,1335.0,1
73805,1,4421.0,5756.0,-1335.0,0
73812,1,5960.0,4963.0,997.0,1
73817,0,4963.0,5960.0,-997.0,0
73824,1,5856.0,4763.0,1093.0,1
73829,0,4763.0,5856.0,-1093.0,0
73836,0,4791.0,5911.0,-1120.0,0
73841,1,5911.0,4791.0,1120.0,1
73848,1,5185.0,5232.0,-47.0,0
73853,0,5232.0,5185.0,47.0,1
73860,1,5229.0,4791.0,438.0,1
73865,0,4791.0,5229.0,-438.0,0
73872,0,4410.0,5038.0,-628.0,0
73877,1,5038.0,4410.0,628.0,1
73884,1,5742.0,4484.0,1258.0,1
73889,0,4484.0,5742.0,-1258.0,0
73896,1,5599.0,5039.0,560.0,1
73901,0,5039.0,5599.0,-560.0,0
73908,1,4965.0,4989.0,-24.0,0
73913,0,4989.0,4965.0,24.0,1
73920,1,6804.0,5073.0,1731.0,1
73925,0,5073.0,6804.0,-1731.0,0
73932,1,5661.0,5292.0,369.0,1
73937,0,5292.0,5661.0,-369.0,0
73944,1,5975.0,4807.0,1168.0,1
73949,0,4807.0,5975.0,-1168.0,0
73956,1,5420.0,5156.0,264.0,1
73961,0,5156.0,5420.0,-264.0,0
73968,1,4865.0,5379.0,-514.0,0
73973,0,5379.0,4865.0,514.0,1
73980,0,6343.0,4986.0,1357.0,1
73985,1,4986.0,6343.0,-1357.0,0
73992,1,5642.0,4791.0,851.0,1
73997,0,4791.0,5642.0,-851.0,0
74004,0,4669.0,5516.0,-847.0,0
74009,1,5516.0,4669.0,847.0,1
74016,1,4856.0,5608.0,-752.0,0
74021,0,5608.0,4856.0,752.0,1
74028,0,5279.0,4339.0,940.0,1
74033,1,4339.0,5279.0,-940.0,0
74040,0,4663.0,5883.0,-1220.0,0
74045,1,5883.0,4663.0,1220.0,1
74052,0,5414.0,5444.0,-30.0,0
74057,1,5444.0,5414.0,30.0,1
74064,1,5141.0,3884.0,1257.0,1
74069,0,3884.0,5141.0,-1257.0,0
74076,1,4940.0,4875.0,65.0,1
74081,0,4875.0,4940.0,-65.0,0
74088,1,6674.0,4834.0,1840.0,1
74093,0,4834.0,6674.0,-1840.0,0
74100,1,5824.0,5754.0,70.0,1
74105,0,5754.0,5824.0,-70.0,0
74112,0,4964.0,5350.0,-386.0,0
74117,1,5350.0,4964.0,386.0,1
74124,1,5034.0,4423.0,611.0,1
74129,0,4423.0,5034.0,-611.0,0
74136,0,5755.0,5420.0,335.0,1
74141,1,5420.0,5755.0,-335.0,0
74148,0,4678.0,6141.0,-1463.0,0
74153,1,6141.0,4678.0,1463.0,1
74160,1,5185.0,4463.0,722.0,1
74165,0,4463.0,5185.0,-722.0,0
74172,0,4469.0,5671.0,-1202.0,0
74177,1,5671.0,4469.0,1202.0,1
74184,1,4609.0,4818.0,-209.0,0
74189,0,4818.0,4609.0,209.0,1
74196,1,5480.0,4216.0,1264.0,1
74201,0,4216.0,5480.0,-1264.0,0
74208,0,6014.0,4326.0,1688.0,1
74213,1,4326.0,6014.0,-1688.0,0
74220,0,4519.0,5291.0,-772.0,0
74225,1,5291.0,4519.0,772.0,1
74232,0,4808.0,5687.0,-879.0,0
74237,1,5687.0,4808.0,879.0,1
74244,0,4498.0,5897.0,-1399.0,0
74249,1,5897.0,4498.0,1399.0,1
74256,1,4379.0,5502.0,-1123.0,0
74261,0,5502.0,4379.0,1123.0,1
74268,1,5400.0,4177.0,1223.0,1
74273,0,4177.0,5400.0,-1223.0,0
74280,1,5846.0,4564.0,1282.0,1
74285,0,4564.0,5846.0,-1282.0,0
74292,1,4996.0,4771.0,225.0,1
74297,0,4771.0,4996.0,-225.0,0
74304,1,4690.0,4831.0,-141.0,0
74309,0,4831.0,4690.0,141.0,1
74316,0,4634.0,5259.0,-625.0,0
74321,1,5259.0,4634.0,625.0,1
74328,0,4932.0,5699.0,-767.0,0
74333,1,5699.0,4932.0,767.0,1
74340,0,5331.0,5292.0,39.0,1
74345,1,5292.0,5331.0,-39.0,0
74352,0,5373.0,4896.0,477.0,1
74357,1,4896.0,5373.0,-477.0,0
74364,1,5712.0,4965.0,747.0,1
74369,0,4965.0,5712.0,-747.0,0
74376,1,6500.0,4544.0,1956.0,1
74381,0,4544.0,6500.0,-1956.0,0
74388,0,4873.0,4885.0,-12.0,0
74393,1,4885.0,4873.0,12.0,1
74400,1,7247.0,3750.0,3497.0,1
74405,0,3750.0,7247.0,-3497.0,0
74412,1,4854.0,6193.0,-1339.0,0
74417,0,6193.0,4854.0,1339.0,1
74424,1,5791.0,4356.0,1435.0,1
74429,0,4356.0,5791.0,-1435.0,0
74436,0,6349.0,4594.0,1755.0,1
74441,1,4594.0,6349.0,-1755.0,0
74448,1,6093.0,5308.0,785.0,1
74453,0,5308.0,6093.0,-785.0,0
74462,0,6358.0,4233.0,2125.0,1
74469,1,4233.0,6358.0,-2125.0,0
74472,1,4722.0,4988.0,-266.0,0
74477,0,4988.0,4722.0,266.0,1
74484,1,4399.0,5534.0,-1135.0,0
74489,0,5534.0,4399.0,1135.0,1
74496,0,4235.0,4848.0,-613.0,0
74501,1,4848.0,4235.0,613.0,1
74508,0,4601.0,6170.0,-1569.0,0
74513,1,6170.0,4601.0,1569.0,1
74520,1,4735.0,5275.0,-540.0,0
74525,0,5275.0,4735.0,540.0,1
74532,1,5041.0,5344.0,-303.0,0
74537,0,5344.0,5041.0,303.0,1
74544,0,5109.0,6174.0,-1065.0,0
74549,1,6174.0,5109.0,1065.0,1
74556,0,5833.0,5130.0,703.0,1
74561,1,5130.0,5833.0,-703.0,0
74568,1,5591.0,5383.0,208.0,1
74573,0,5383.0,5591.0,-208.0,0
74580,0,4520.0,5354.0,-834.0,0
74585,1,5354.0,4520.0,834.0,1
74592,1,5371.0,5211.0,160.0,1
74597,0,5211.0,5371.0,-160.0,0
74604,0,4895.0,5574.0,-679.0,0
74609,1,5574.0,4895.0,679.0,1
74616,1,4385.0,5323.0,-938.0,0
74621,0,5323.0,4385.0,938.0,1
74628,1,5437.0,5823.0,-386.0,0
74633,0,5823.0,5437.0,386.0,1
74640,1,5345.0,4971.0,374.0,1
74645,0,4971.0,5345.0,-374.0,0
74652,0,4481.0,5592.0,-1111.0,0
74657,1,5592.0,4481.0,1111.0,1
74664,1,5361.0,5116.0,245.0,1
74669,0,5116.0,5361.0,-245.0,0
74676,0,6130.0,4690.0,1440.0,1
74681,1,4690.0,6130.0,-1440.0,0
74688,1,6202.0,4982.0,1220.0,1
74693,0,4982.0,6202.0,-1220.0,0
74700,1,5661.0,4690.0,971.0,1
74705,0,4690.0,5661.0,-971.0,0
74712,1,5316.0,6778.0,-1462.0,0
74717,0,6778.0,5316.0,1462.0,1
74724,1,5623.0,4550.0,1073.0,1
74729,0,4550.0,5623.0,-1073.0,0
74736,1,5725.0,6185.0,-460.0,0
74741,0,6185.0,5725.0,460.0,1
74748,0,6307.0,4829.0,1478.0,1
74753,1,4829.0,6307.0,-1478.0,0
74760,0,6677.0,4834.0,1843.0,1
74765,1,4834.0,6677.0,-1843.0,0
74772,1,5812.0,5765.0,47.0,1
74777,0,5765.0,5812.0,-47.0,0
74784,0,6668.0,4758.0,1910.0,1
74789,1,4758.0,6668.0,-1910.0,0
74796,0,4757.0,6103.0,-1346.0,0
74801,1,6103.0,4757.0,1346.0,1
74808,0,5323.0,5317.0,6.0,1
74813,1,5317.0,5323.0,-6.0,0
74820,1,5435.0,6483.0,-1048.0,0
74825,0,6483.0,5435.0,1048.0,1
74832,1,4907.0,4712.0,195.0,1
74837,0,4712.0,4907.0,-195.0,0
74844,0,5508.0,5865.0,-357.0,0
74849,1,5865.0,5508.0,357.0,1
74856,1,4826.0,5107.0,-281.0,0
74861,0,5107.0,4826.0,281.0,1
74868,0,4890.0,5555.0,-665.0,0
74873,1,5555.0,4890.0,665.0,1
74880,0,5647.0,4198.0,1449.0,1
74885,1,4198.0,5647.0,-1449.0,0
74892,0,4872.0,6996.0,-2124.0,0
74897,1,6996.0,4872.0,2124.0,1
74904,1,4521.0,6301.0,-1780.0,0
74909,0,6301.0,4521.0,1780.0,1
74916,0,4920.0,5634.0,-714.0,0
74921,1,5634.0,4920.0,714.0,1
74928,0,4690.0,5222.0,-532.0,0
74933,1,5222.0,4690.0,532.0,1
74940,0,6187.0,5846.0,341.0,1
74945,1,5846.0,6187.0,-341.0,0
74952,0,4468.0,4449.0,19.0,1
74957,1,4449.0,4468.0,-19.0,0
74964,1,6708.0,5448.0,1260.0,1
74969,0,5448.0,6708.0,-1260.0,0
74976,0,4732.0,5831.0,-1099.0,0
74981,1,5831.0,4732.0,1099.0,1
74988,0,4762.0,4074.0,688.0,1
74993,1,4074.0,4762.0,-688.0,0
75000,0,4341.0,5353.0,-1012.0,0
75005,1,5353.0,4341.0,1012.0,1
75012,1,5296.0,5119.0,177.0,1
75017,0,5119.0,5296.0,-177.0,0
75024,1,5064.0,5211.0,-147.0,0
75029,0,5211.0,5064.0,147.0,1
75036,0,4385.0,5340.0,-955.0,0
75041,1,5340.0,4385.0,955.0,1
75048,0,4120.0,5659.0,-1539.0,0
75057,1,5659.0,4120.0,1539.0,1
75060,0,4829.0,5195.0,-366.0,0
75065,1,5195.0,4829.0,366.0,1
75072,1,4744.0,4952.0,-208.0,0
75077,0,4952.0,4744.0,208.0,1
75084,0,4334.0,5590.0,-1256.0,0
75089,1,5590.0,4334.0,1256.0,1
75096,1,5104.0,5009.0,95.0,1
75101,0,5009.0,5104.0,-95.0,0
75108,1,6165.0,5206.0,959.0,1
75113,0,5206.0,6165.0,-959.0,0
75120,1,5205.0,5408.0,-203.0,0
75125,0,5408.0,5205.0,203.0,1
75132,1,6248.0,4359.0,1889.0,1
75137,0,4359.0,6248.0,-1889.0,0
75204,1,4521.0,5233.0,-712.0,0
75209,0,5233.0,4521.0,712.0,1
75228,1,4671.0,5453.0,-782.0,0
75233,0,5453.0,4671.0,782.0,1
75240,1,5485.0,4520.0,965.0,1
75245,0,4520.0,5485.0,-965.0,0
75252,1,4886.0,4893.0,-7.0,0
75257,0,4893.0,4886.0,7.0,1
75264,1,4867.0,4713.0,154.0,1
75269,0,4713.0,4867.0,-154.0,0
75276,0,5774.0,4388.0,1386.0,1
75281,1,4388.0,5774.0,-1386.0,0
75288,0,4905.0,4597.0,308.0,1
75293,1,4597.0,4905.0,-308.0,0
75300,1,5506.0,4663.0,843.0,1
75305,0,4663.0,5506.0,-843.0,0
75312,0,4687.0,4965.0,-278.0,0
75317,1,4965.0,4687.0,278.0,1
75324,0,5057.0,4833.0,224.0,1
75329,1,4833.0,5057.0,-224.0,0
75336,1,5371.0,5350.0,21.0,1
75341,0,5350.0,5371.0,-21.0,0
75348,1,4911.0,4718.0,193.0,1
75353,0,4718.0,4911.0,-193.0,0
75360,1,5420.0,4817.0,603.0,1
75365,0,4817.0,5420.0,-603.0,0
75372,1,4554.0,4640.0,-86.0,0
75377,0,4640.0,4554.0,86.0,1
75384,0,4399.0,5838.0,-1439.0,0
75389,1,5838.0,4399.0,1439.0,1
75396,1,5296.0,4739.0,557.0,1
75401,0,4739.0,5296.0,-557.0,0
75408,1,4991.0,5141.0,-150.0,0
75413,0,5141.0,4991.0,150.0,1
75420,0,5171.0,4724.0,447.0,1
