,result,goldat15,opp_goldat15,golddiffat15,winning_lane
32520,1,5474.0,4416.0,1058.0,1
32525,0,4416.0,5474.0,-1058.0,0
32532,1,4267.0,4187.0,80.0,1
32537,0,4187.0,4267.0,-80.0,0
32544,1,4872.0,5158.0,-286.0,0
32549,0,5158.0,4872.0,286.0,1
32568,0,4320.0,5744.0,-1424.0,0
32573,1,5744.0,4320.0,1424.0,1
32580,1,4785.0,4982.0,-197.0,0
32585,0,4982.0,4785.0,197.0,1
32592,1,5249.0,4909.0,340.0,1
32597,0,4909.0,5249.0,-340.0,0
32604,0,4942.0,6882.0,-1940.0,0
32609,1,6882.0,4942.0,1940.0,1
32616,1,5483.0,5143.0,340.0,1
32621,0,5143.0,5483.0,-340.0,0
32628,0,4833.0,5898.0,-1065.0,0
32633,1,5898.0,4833.0,1065.0,1
32640,0,5817.0,4937.0,880.0,1
32645,1,4937.0,5817.0,-880.0,0
32652,0,5264.0,5259.0,5.0,1
32657,1,5259.0,5264.0,-5.0,0
32664,1,6568.0,4774.0,1794.0,1
32669,0,4774.0,6568.0,-1794.0,0
32676,1,5467.0,5070.0,397.0,1
32681,0,5070.0,5467.0,-397.0,0
32688,0,4863.0,4205.0,658.0,1
32693,1,4205.0,4863.0,-658.0,0
32700,1,4617.0,6186.0,-1569.0,0
32705,0,6186.0,4617.0,1569.0,1
32712,1,5841.0,4943.0,898.0,1
32717,0,4943.0,5841.0,-898.0,0
32724,1,5135.0,5207.0,-72.0,0
32729,0,5207.0,5135.0,72.0,1
32736,0,5292.0,6712.0,-1420.0,0
32741,1,6712.0,5292.0,1420.0,1
32748,0,5128.0,5807.0,-679.0,0
32753,1,5807.0,5128.0,679.0,1
32760,1,5286.0,5481.0,-195.0,0
32765,0,5481.0,5286.0,195.0,1
32772,1,5079.0,4810.0,269.0,1
32777,0,4810.0,5079.0,-269.0,0
32784,1,4918.0,6378.0,-1460.0,0
32789,0,6378.0,4918.0,1460.0,1
32796,1,7264.0,4200.0,3064.0,1
32801,0,4200.0,7264.0,-3064.0,0
32808,1,4989.0,5210.0,-221.0,0
32813,0,5210.0,4989.0,221.0,1
32820,1,6772.0,4371.0,2401.0,1
32825,0,4371.0,6772.0,-2401.0,0
32832,1,5156.0,4614.0,542.0,1
32837,0,4614.0,5156.0,-542.0,0
32844,0,4630.0,5119.0,-489.0,0
32849,1,5119.0,4630.0,489.0,1
32856,1,4698.0,7216.0,-2518.0,0
32861,0,7216.0,4698.0,2518.0,1
32868,1,5518.0,5650.0,-132.0,0
32873,0,5650.0,5518.0,132.0,1
32880,0,5258.0,6754.0,-1496.0,0
32885,1,6754.0,5258.0,1496.0,1
32892,1,5023.0,6175.0,-1152.0,0
32897,0,6175.0,5023.0,1152.0,1
32904,0,4774.0,6030.0,-1256.0,0
32909,1,6030.0,4774.0,1256.0,1
32916,1,5185.0,5125.0,60.0,1
32921,0,5125.0,5185.0,-60.0,0
32940,0,5566.0,4716.0,850.0,1
32945,1,4716.0,5566.0,-850.0,0
32952,1,6496.0,4560.0,1936.0,1
32957,0,4560.0,6496.0,-1936.0,0
32976,0,6864.0,4415.0,2449.0,1
32981,1,4415.0,6864.0,-2449.0,0
33000,0,5243.0,4928.0,315.0,1
33005,1,4928.0,5243.0,-315.0,0
33012,1,6838.0,4494.0,2344.0,1
33017,0,4494.0,6838.0,-2344.0,0
33048,1,4792.0,5284.0,-492.0,0
33053,0,5284.0,4792.0,492.0,1
33060,1,5992.0,4986.0,1006.0,1
33065,0,4986.0,5992.0,-1006.0,0
33144,1,5413.0,4646.0,767.0,1
33149,0,4646.0,5413.0,-767.0,0
33156,1,5592.0,5145.0,447.0,1
33161,0,5145.0,5592.0,-447.0,0
33168,1,5943.0,4353.0,1590.0,1
33173,0,4353.0,5943.0,-1590.0,0
33180,1,5223.0,4966.0,257.0,1
33185,0,4966.0,5223.0,-257.0,0
33192,1,6362.0,4739.0,1623.0,1
33197,0,4739.0,6362.0,-1623.0,0
33204,0,4766.0,6062.0,-1296.0,0
33209,1,6062.0,4766.0,1296.0,1
33216,1,5033.0,5655.0,-622.0,0
33221,0,5655.0,5033.0,622.0,1
33228,0,4678.0,6299.0,-1621.0,0
33233,1,6299.0,4678.0,1621.0,1
33240,0,4349.0,5030.0,-681.0,0
33245,1,5030.0,4349.0,681.0,1
33252,1,4714.0,5544.0,-830.0,0
33257,0,5544.0,4714.0,830.0,1
33264,1,5082.0,4912.0,170.0,1
33269,0,4912.0,5082.0,-170.0,0
33276,1,5107.0,4524.0,583.0,1
33281,0,4524.0,5107.0,-583.0,0
33288,1,5201.0,4618.0,583.0,1
33293,0,4618.0,5201.0,-583.0,0
33300,1,6447.0,4319.0,2128.0,1
33305,0,4319.0,6447.0,-2128.0,0
33312,0,5138.0,4707.0,431.0,1
33317,1,4707.0,5138.0,-431.0,0
33324,0,4865.0,5562.0,-697.0,0
33329,1,5562.0,4865.0,697.0,1
33336,1,6059.0,4686.0,1373.0,1
33341,0,4686.0,6059.0,-1373.0,0
33348,0,4829.0,6755.0,-1926.0,0
33353,1,6755.0,4829.0,1926.0,1
33360,1,4529.0,4479.0,50.0,1
33365,0,4479.0,4529.0,-50.0,0
33372,0,5389.0,4657.0,732.0,1
33377,1,4657.0,5389.0,-732.0,0
33384,0,4531.0,6187.0,-1656.0,0
33389,1,6187.0,4531.0,1656.0,1
33396,1,5518.0,6369.0,-851.0,0
33401,0,6369.0,5518.0,851.0,1
33408,1,5139.0,5777.0,-638.0,0
33413,0,5777.0,5139.0,638.0,1
33420,0,4585.0,6635.0,-2050.0,0
33425,1,6635.0,4585.0,2050.0,1
33432,0,4783.0,6081.0,-1298.0,0
33437,1,6081.0,4783.0,1298.0,1
33444,1,5081.0,5055.0,26.0,1
33449,0,5055.0,5081.0,-26.0,0
33456,1,4966.0,5669.0,-703.0,0
33461,0,5669.0,4966.0,703.0,1
33468,1,5266.0,5770.0,-504.0,0
33473,0,5770.0,5266.0,504.0,1
33480,0,5573.0,4794.0,779.0,1
33485,1,4794.0,5573.0,-779.0,0
33492,0,4792.0,6055.0,-1263.0,0
33497,1,6055.0,4792.0,1263.0,1
33504,1,5552.0,5295.0,257.0,1
33509,0,5295.0,5552.0,-257.0,0
33516,1,4867.0,4862.0,5.0,1
33521,0,4862.0,4867.0,-5.0,0
33528,1,5235.0,5382.0,-147.0,0
33533,0,5382.0,5235.0,147.0,1
33540,1,5567.0,4834.0,733.0,1
33545,0,4834.0,5567.0,-733.0,0
33552,0,5562.0,4767.0,795.0,1
33557,1,4767.0,5562.0,-795.0,0
33564,0,4940.0,5292.0,-352.0,0
33569,1,5292.0,4940.0,352.0,1
33576,0,6726.0,4555.0,2171.0,1
33581,1,4555.0,6726.0,-2171.0,0
33588,0,4743.0,6643.0,-1900.0,0
33593,1,6643.0,4743.0,1900.0,1
33600,0,4841.0,5761.0,-920.0,0
33605,1,5761.0,4841.0,920.0,1
33612,1,5752.0,4961.0,791.0,1
33617,0,4961.0,5752.0,-791.0,0
33624,0,6029.0,4800.0,1229.0,1
33629,1,4800.0,6029.0,-1229.0,0
33636,1,4920.0,5062.0,-142.0,0
33641,0,5062.0,4920.0,142.0,1
33648,1,5341.0,5446.0,-105.0,0
33653,0,5446.0,5341.0,105.0,1
33660,0,4558.0,6475.0,-1917.0,0
33665,1,6475.0,4558.0,1917.0,1
33672,0,5696.0,4491.0,1205.0,1
33677,1,4491.0,5696.0,-1205.0,0
33684,1,4874.0,5284.0,-410.0,0
33689,0,5284.0,4874.0,410.0,1
33696,1,5543.0,4491.0,1052.0,1
33701,0,4491.0,5543.0,-1052.0,0
33708,0,5869.0,4842.0,1027.0,1
33713,1,4842.0,5869.0,-1027.0,0
33720,1,7003.0,4201.0,2802.0,1
33725,0,4201.0,7003.0,-2802.0,0
33732,0,3862.0,7015.0,-3153.0,0
33737,1,7015.0,3862.0,3153.0,1
33744,1,5072.0,5383.0,-311.0,0
33749,0,5383.0,5072.0,311.0,1
33756,1,5003.0,4601.0,402.0,1
33761,0,4601.0,5003.0,-402.0,0
33768,1,4233.0,5177.0,-944.0,0
33773,0,5177.0,4233.0,944.0,1
33780,0,5833.0,5723.0,110.0,1
33785,1,5723.0,5833.0,-110.0,0
33792,0,4227.0,5728.0,-1501.0,0
33797,1,5728.0,4227.0,1501.0,1
33804,1,4411.0,5442.0,-1031.0,0
33809,0,5442.0,4411.0,1031.0,1
33816,1,4768.0,4590.0,178.0,1
33821,0,4590.0,4768.0,-178.0,0
33828,0,4398.0,6281.0,-1883.0,0
33833,1,6281.0,4398.0,1883.0,1
33840,1,4611.0,5663.0,-1052.0,0
33845,0,5663.0,4611.0,1052.0,1
33852,0,4782.0,5190.0,-408.0,0
33857,1,5190.0,4782.0,408.0,1
33864,0,4428.0,5975.0,-1547.0,0
33869,1,5975.0,4428.0,1547.0,1
33876,0,5277.0,6365.0,-1088.0,0
33881,1,6365.0,5277.0,1088.0,1
33888,0,4832.0,5882.0,-1050.0,0
33893,1,5882.0,4832.0,1050.0,1
33912,0,4703.0,5068.0,-365.0,0
33917,1,5068.0,4703.0,365.0,1
33924,1,4701.0,5507.0,-806.0,0
33929,0,5507.0,4701.0,806.0,1
33948,1,4544.0,4990.0,-446.0,0
33953,0,4990.0,4544.0,446.0,1
33996,1,5012.0,5078.0,-66.0,0
34001,0,5078.0,5012.0,66.0,1
34008,0,4792.0,5442.0,-650.0,0
34013,1,5442.0,4792.0,650.0,1
34020,1,5429.0,4459.0,970.0,1
34025,0,4459.0,5429.0,-970.0,0
34032,1,5586.0,4584.0,1002.0,1
34037,0,4584.0,5586.0,-1002.0,0
34044,1,4829.0,4909.0,-80.0,0
34049,0,4909.0,4829.0,80.0,1
34056,0,5000.0,4725.0,275.0,1
34061,1,4725.0,5000.0,-275.0,0
34068,1,4647.0,4872.0,-225.0,0
34073,0,4872.0,4647.0,225.0,1
34080,1,5366.0,5594.0,-228.0,0
34085,0,5594.0,5366.0,228.0,1
34092,0,3829.0,5436.0,-1607.0,0
34097,1,5436.0,3829.0,1607.0,1
34104,0,6221.0,5121.0,1100.0,1
34109,1,5121.0,6221.0,-1100.0,0
34116,0,4871.0,6012.0,-1141.0,0
34121,1,6012.0,4871.0,1141.0,1
34128,1,5216.0,4376.0,840.0,1
34133,0,4376.0,5216.0,-840.0,0
34140,0,4685.0,5504.0,-819.0,0
34145,1,5504.0,4685.0,819.0,1
34152,0,6209.0,4527.0,1682.0,1
34157,1,4527.0,6209.0,-1682.0,0
34164,0,5125.0,5692.0,-567.0,0
34169,1,5692.0,5125.0,567.0,1
34176,1,7206.0,4775.0,2431.0,1
34181,0,4775.0,7206.0,-2431.0,0
34188,0,5836.0,4771.0,1065.0,1
34193,1,4771.0,5836.0,-1065.0,0
34200,1,5260.0,4761.0,499.0,1
34205,0,4761.0,5260.0,-499.0,0
34212,1,7945.0,4710.0,3235.0,1
34217,0,4710.0,7945.0,-3235.0,0
34224,0,5424.0,5202.0,222.0,1
34229,1,5202.0,5424.0,-222.0,0
34236,1,4972.0,4521.0,451.0,1
34241,0,4521.0,4972.0,-451.0,0
34248,1,6267.0,5720.0,547.0,1
34253,0,5720.0,6267.0,-547.0,0
34260,1,6247.0,4565.0,1682.0,1
34265,0,4565.0,6247.0,-1682.0,0
34272,1,5183.0,5306.0,-123.0,0
34277,0,5306.0,5183.0,123.0,1
34284,0,4023.0,7844.0,-3821.0,0
34289,1,7844.0,4023.0,3821.0,1
34296,1,6470.0,5052.0,1418.0,1
34301,0,5052.0,6470.0,-1418.0,0
34308,0,4219.0,5397.0,-1178.0,0
34313,1,5397.0,4219.0,1178.0,1
34320,1,5262.0,5108.0,154.0,1
34325,0,5108.0,5262.0,-154.0,0
34332,0,4128.0,7561.0,-3433.0,0
34337,1,7561.0,4128.0,3433.0,1
34344,1,6219.0,4735.0,1484.0,1
34349,0,4735.0,6219.0,-1484.0,0
34356,0,5066.0,5151.0,-85.0,0
34361,1,5151.0,5066.0,85.0,1
34368,1,7828.0,5156.0,2672.0,1
34373,0,5156.0,7828.0,-2672.0,0
34380,1,4511.0,5286.0,-775.0,0
34385,0,5286.0,4511.0,775.0,1
34392,0,4471.0,4865.0,-394.0,0
34397,1,4865.0,4471.0,394.0,1
34404,0,4923.0,4827.0,96.0,1
34409,1,4827.0,4923.0,-96.0,0
34416,0,6198.0,4151.0,2047.0,1
34421,1,4151.0,6198.0,-2047.0,0
34428,0,5760.0,4842.0,918.0,1
34433,1,4842.0,5760.0,-918.0,0
34440,0,4661.0,5680.0,-1019.0,0
34445,1,5680.0,4661.0,1019.0,1
34452,1,6046.0,4304.0,1742.0,1
34457,0,4304.0,6046.0,-1742.0,0
34464,0,6814.0,4451.0,2363.0,1
34469,1,4451.0,6814.0,-2363.0,0
34476,1,4872.0,4247.0,625.0,1
34481,0,4247.0,4872.0,-625.0,0
34488,1,4510.0,6159.0,-1649.0,0
34493,0,6159.0,4510.0,1649.0,1
34500,0,4205.0,5672.0,-1467.0,0
34505,1,5672.0,4205.0,1467.0,1
34512,1,4843.0,4960.0,-117.0,0
34517,0,4960.0,4843.0,117.0,1
34524,1,6011.0,4402.0,1609.0,1
34529,0,4402.0,6011.0,-1609.0,0
34536,0,4306.0,5354.0,-1048.0,0
34541,1,5354.0,4306.0,1048.0,1
34548,0,5118.0,5351.0,-233.0,0
34553,1,5351.0,5118.0,233.0,1
34560,1,5102.0,5095.0,7.0,1
34565,0,5095.0,5102.0,-7.0,0
34572,0,5292.0,5492.0,-200.0,0
34577,1,5492.0,5292.0,200.0,1
34584,1,5388.0,4959.0,429.0,1
34589,0,4959.0,5388.0,-429.0,0
34608,0,4198.0,6167.0,-1969.0,0
34613,1,6167.0,4198.0,1969.0,1
34632,1,5076.0,4434.0,642.0,1
34637,0,4434.0,5076.0,-642.0,0
34656,1,6595.0,4815.0,1780.0,1
34661,0,4815.0,6595.0,-1780.0,0
34668,1,5422.0,4574.0,848.0,1
34673,0,4574.0,5422.0,-848.0,0
34680,0,5173.0,5193.0,-20.0,0
34685,1,5193.0,5173.0,20.0,1
34704,1,5215.0,5073.0,142.0,1
34709,0,5073.0,5215.0,-142.0,0
34728,0,5484.0,4981.0,503.0,1
34733,1,4981.0,5484.0,-503.0,0
34740,1,4328.0,4951.0,-623.0,0
34745,0,4951.0,4328.0,623.0,1
34764,1,4734.0,6102.0,-1368.0,0
34769,0,6102.0,4734.0,1368.0,1
34776,1,5225.0,4294.0,931.0,1
34781,0,4294.0,5225.0,-931.0,0
34812,0,4819.0,4925.0,-106.0,0
34817,1,4925.0,4819.0,106.0,1
34848,0,6077.0,4684.0,1393.0,1
34853,1,4684.0,6077.0,-1393.0,0
34860,1,6882.0,4553.0,2329.0,1
34865,0,4553.0,6882.0,-2329.0,0
34872,1,6110.0,4440.0,1670.0,1
34877,0,4440.0,6110.0,-1670.0,0
34884,0,5933.0,4795.0,1138.0,1
34889,1,4795.0,5933.0,-1138.0,0
34896,0,5539.0,5734.0,-195.0,0
34901,1,5734.0,5539.0,195.0,1
34908,0,5895.0,5199.0,696.0,1
34913,0,5199.0,5895.0,-696.0,0
34920,1,6424.0,4574.0,1850.0,1
34925,0,4574.0,6424.0,-1850.0,0
34932,0,5633.0,6150.0,-517.0,0
34937,1,6150.0,5633.0,517.0,1
34944,0,5796.0,5216.0,580.0,1
34949,1,5216.0,5796.0,-580.0,0
34956,1,5798.0,4210.0,1588.0,1
34961,0,4210.0,5798.0,-1588.0,0
34968,0,4515.0,6825.0,-2310.0,0
34973,1,6825.0,4515.0,2310.0,1
34980,1,6663.0,4670.0,1993.0,1
34985,0,4670.0,6663.0,-1993.0,0
34992,0,5923.0,4708.0,1215.0,1
34997,1,4708.0,5923.0,-1215.0,0
35004,0,4835.0,5815.0,-980.0,0
35009,1,5815.0,4835.0,980.0,1
35016,0,5269.0,4316.0,953.0,1
35021,1,4316.0,5269.0,-953.0,0
35028,1,5060.0,6533.0,-1473.0,0
35033,0,6533.0,5060.0,1473.0,1
35040,1,6161.0,4915.0,1246.0,1
35045,0,4915.0,6161.0,-1246.0,0
35052,0,5179.0,5100.0,79.0,1
35057,1,5100.0,5179.0,-79.0,0
35064,0,5863.0,5102.0,761.0,1
35069,1,5102.0,5863.0,-761.0,0
35076,1,5604.0,5274.0,330.0,1
35081,0,5274.0,5604.0,-330.0,0
35088,1,4972.0,4887.0,85.0,1
35093,0,4887.0,4972.0,-85.0,0
35100,0,5039.0,4041.0,998.0,1
35105,1,4041.0,5039.0,-998.0,0
35112,0,5880.0,4885.0,995.0,1
35117,1,4885.0,5880.0,-995.0,0
35124,1,5440.0,5415.0,25.0,1
35129,0,5415.0,5440.0,-25.0,0
35136,1,4458.0,5260.0,-802.0,0
35141,0,5260.0,4458.0,802.0,1
35148,0,4702.0,4843.0,-141.0,0
35153,1,4843.0,4702.0,141.0,1
35160,1,5955.0,5480.0,475.0,1
35165,0,5480.0,5955.0,-475.0,0
35172,0,4446.0,6443.0,-1997.0,0
35177,1,6443.0,4446.0,1997.0,1
35184,1,4392.0,7100.0,-2708.0,0
35189,0,7100.0,4392.0,2708.0,1
35196,1,5859.0,5019.0,840.0,1
35201,0,5019.0,5859.0,-840.0,0
35208,1,5446.0,5179.0,267.0,1
35213,0,5179.0,5446.0,-267.0,0
35220,1,5272.0,4365.0,907.0,1
35225,0,4365.0,5272.0,-907.0,0
35232,1,5145.0,5485.0,-340.0,0
35237,0,5485.0,5145.0,340.0,1
35244,1,5930.0,5182.0,748.0,1
35249,0,5182.0,5930.0,-748.0,0
35256,0,5666.0,5544.0,122.0,1
35261,1,5544.0,5666.0,-122.0,0
35268,1,7332.0,5175.0,2157.0,1
35273,0,5175.0,7332.0,-2157.0,0
35280,1,4877.0,5966.0,-1089.0,0
35285,0,5966.0,4877.0,1089.0,1
35292,0,4364.0,6151.0,-1787.0,0
35297,1,6151.0,4364.0,1787.0,1
35304,1,5095.0,4705.0,390.0,1
35309,0,4705.0,5095.0,-390.0,0
35316,0,4455.0,5318.0,-863.0,0
35321,1,5318.0,4455.0,863.0,1
35328,0,4671.0,5090.0,-419.0,0
35333,1,5090.0,4671.0,419.0,1
35340,0,5984.0,5598.0,386.0,1
35345,1,5598.0,5984.0,-386.0,0
35352,1,4771.0,4857.0,-86.0,0
35357,0,4857.0,4771.0,86.0,1
35364,1,5374.0,4534.0,840.0,1
35369,0,4534.0,5374.0,-840.0,0
35376,1,4995.0,5470.0,-475.0,0
35381,0,5470.0,4995.0,475.0,1
35388,0,5719.0,4509.0,1210.0,1
35393,1,4509.0,5719.0,-1210.0,0
35400,1,4846.0,4691.0,155.0,1
35405,0,4691.0,4846.0,-155.0,0
35412,0,4334.0,6168.0,-1834.0,0
35417,1,6168.0,4334.0,1834.0,1
35424,0,5307.0,6581.0,-1274.0,0
35429,1,6581.0,5307.0,1274.0,1
35436,1,5843.0,4794.0,1049.0,1
35441,0,4794.0,5843.0,-1049.0,0
35448,1,4883.0,5083.0,-200.0,0
35453,0,5083.0,4883.0,200.0,1
35460,0,5128.0,4984.0,144.0,1
35465,1,4984.0,5128.0,-144.0,0
35472,0,5082.0,5296.0,-214.0,0
35477,1,5296.0,5082.0,214.0,1
35496,0,4715.0,6205.0,-1490.0,0
35501,1,6205.0,4715.0,1490.0,1
35520,0,4830.0,6328.0,-1498.0,0
35525,1,6328.0,4830.0,1498.0,1
35544,0,5162.0,5141.0,21.0,1
35549,1,5141.0,5162.0,-21.0,0
35580,1,5352.0,5784.0,-432.0,0
35585,0,5784.0,5352.0,432.0,1
35604,0,4280.0,5122.0,-842.0,0
35609,1,5122.0,4280.0,842.0,1
35616,0,4542.0,5376.0,-834.0,0
35621,1,5376.0,4542.0,834.0,1
35628,1,4940.0,4975.0,-35.0,0
35633,0,4975.0,4940.0,35.0,1
35640,0,5471.0,4802.0,669.0,1
35645,1,4802.0,5471.0,-669.0,0
35652,0,5565.0,4432.0,1133.0,1
35657,1,4432.0,5565.0,-1133.0,0
35664,1,5709.0,5002.0,707.0,1
35669,0,5002.0,5709.0,-707.0,0
35676,1,4877.0,5438.0,-561.0,0
35681,0,5438.0,4877.0,561.0,1
35688,1,6178.0,4101.0,2077.0,1
35693,0,4101.0,6178.0,-2077.0,0
35700,1,4343.0,6387.0,-2044.0,0
35705,0,6387.0,4343.0,2044.0,1
35712,1,5720.0,5380.0,340.0,1
35717,0,5380.0,5720.0,-340.0,0
35724,0,5938.0,4474.0,1464.0,1
35729,1,4474.0,5938.0,-1464.0,0
35736,0,4816.0,4533.0,283.0,1
35741,1,4533.0,4816.0,-283.0,0
35748,0,6437.0,4365.0,2072.0,1
35753,1,4365.0,6437.0,-2072.0,0
35760,1,6438.0,4403.0,2035.0,1
35765,0,4403.0,6438.0,-2035.0,0
35772,1,5447.0,4345.0,1102.0,1
35777,0,4345.0,5447.0,-1102.0,0
35784,0,5197.0,5101.0,96.0,1
35789,1,5101.0,5197.0,-96.0,0
35796,0,5843.0,5255.0,588.0,1
35801,1,5255.0,5843.0,-588.0,0
35808,1,5127.0,5435.0,-308.0,0
35813,0,5435.0,5127.0,308.0,1
35820,0,4897.0,5242.0,-345.0,0
35825,1,5242.0,4897.0,345.0,1
35832,0,5696.0,6027.0,-331.0,0
35837,1,6027.0,5696.0,331.0,1
35844,1,5892.0,4841.0,1051.0,1
35849,0,4841.0,5892.0,-1051.0,0
35856,1,7735.0,3884.0,3851.0,1
35861,0,3884.0,7735.0,-3851.0,0
35868,1,5563.0,4561.0,1002.0,1
35873,0,4561.0,5563.0,-1002.0,0
35880,1,6268.0,4968.0,1300.0,1
35885,0,4968.0,6268.0,-1300.0,0
35892,0,5504.0,5606.0,-102.0,0
35897,1,5606.0,5504.0,102.0,1
35904,1,5819.0,5662.0,157.0,1
35909,0,5662.0,5819.0,-157.0,0
35916,1,5987.0,4457.0,1530.0,1
35921,0,4457.0,5987.0,-1530.0,0
35928,0,4654.0,5632.0,-978.0,0
35933,1,5632.0,4654.0,978.0,1
35940,0,4066.0,6748.0,-2682.0,0
35945,1,6748.0,4066.0,2682.0,1
35952,0,4531.0,5525.0,-994.0,0
35957,1,5525.0,4531.0,994.0,1
35964,1,5091.0,5329.0,-238.0,0
35969,0,5329.0,5091.0,238.0,1
35976,1,5147.0,4668.0,479.0,1
35981,0,4668.0,5147.0,-479.0,0
35988,1,5652.0,5529.0,123.0,1
35993,0,5529.0,5652.0,-123.0,0
36000,0,4923.0,5043.0,-120.0,0
36005,1,5043.0,4923.0,120.0,1
36012,0,4645.0,5011.0,-366.0,0
36017,1,5011.0,4645.0,366.0,1
36024,1,4530.0,5293.0,-763.0,0
36029,0,5293.0,4530.0,763.0,1
36036,1,6510.0,4186.0,2324.0,1
36041,0,4186.0,6510.0,-2324.0,0
36048,0,6325.0,4623.0,1702.0,1
36053,1,4623.0,6325.0,-1702.0,0
36060,1,4361.0,6179.0,-1818.0,0
36065,0,6179.0,4361.0,1818.0,1
36072,0,4563.0,5192.0,-629.0,0
36077,1,5192.0,4563.0,629.0,1
36084,1,5657.0,5481.0,176.0,1
36089,0,5481.0,5657.0,-176.0,0
36096,1,4780.0,6380.0,-1600.0,0
36101,0,6380.0,4780.0,1600.0,1
36108,1,4861.0,4883.0,-22.0,0
36113,0,4883.0,4861.0,22.0,1
36120,0,5727.0,4962.0,765.0,1
36125,1,4962.0,5727.0,-765.0,0
36132,1,5401.0,4585.0,816.0,1
36137,0,4585.0,5401.0,-816.0,0
36144,1,6895.0,4324.0,2571.0,1
36149,0,4324.0,6895.0,-2571.0,0
36156,1,4477.0,5401.0,-924.0,0
36161,0,5401.0,4477.0,924.0,1
36168,1,4730.0,5710.0,-980.0,0
36173,0,5710.0,4730.0,980.0,1
36180,0,4912.0,5725.0,-813.0,0
36185,1,5725.0,4912.0,813.0,1
36192,1,4210.0,6728.0,-2518.0,0
36197,0,6728.0,4210.0,2518.0,1
36204,1,5049.0,5089.0,-40.0,0
36209,0,5089.0,5049.0,40.0,1
36216,1,4170.0,5454.0,-1284.0,0
36221,0,5454.0,4170.0,1284.0,1
36228,1,4962.0,5033.0,-71.0,0
36233,0,5033.0,4962.0,71.0,1
36240,0,6333.0,4960.0,1373.0,1
36245,1,4960.0,6333.0,-1373.0,0
36252,1,5734.0,5576.0,158.0,1
36257,0,5576.0,5734.0,-158.0,0
36264,0,5479.0,4500.0,979.0,1
36269,1,4500.0,5479.0,-979.0,0
36276,1,4451.0,5697.0,-1246.0,0
36281,0,5697.0,4451.0,1246.0,1
36288,0,4465.0,5297.0,-832.0,0
36293,1,5297.0,4465.0,832.0,1
36300,1,4868.0,6247.0,-1379.0,0
36305,0,6247.0,4868.0,1379.0,1
36348,0,6337.0,4852.0,1485.0,1
36353,1,4852.0,6337.0,-1485.0,0
36384,0,4477.0,5127.0,-650.0,0
36389,1,5127.0,4477.0,650.0,1
36396,1,5115.0,5335.0,-220.0,0
36401,0,5335.0,5115.0,220.0,1
36408,1,6920.0,4441.0,2479.0,1
36413,0,4441.0,6920.0,-2479.0,0
36420,1,5108.0,5172.0,-64.0,0
36425,0,5172.0,5108.0,64.0,1
36456,1,5970.0,4205.0,1765.0,1
36461,0,4205.0,5970.0,-1765.0,0
36468,1,5077.0,5408.0,-331.0,0
36473,0,5408.0,5077.0,331.0,1
36480,0,4970.0,5074.0,-104.0,0
36485,1,5074.0,4970.0,104.0,1
36492,1,5718.0,5608.0,110.0,1
36497,0,5608.0,5718.0,-110.0,0
36516,0,4737.0,6326.0,-1589.0,0
36521,1,6326.0,4737.0,1589.0,1
36540,1,6220.0,4550.0,1670.0,1
36545,0,4550.0,6220.0,-1670.0,0
36552,1,5676.0,4800.0,876.0,1
36557,0,4800.0,5676.0,-876.0,0
36564,0,5345.0,6047.0,-702.0,0
36569,1,6047.0,5345.0,702.0,1
36600,0,4512.0,5397.0,-885.0,0
36605,1,5397.0,4512.0,885.0,1
36612,0,3734.0,5904.0,-2170.0,0
36617,1,5904.0,3734.0,2170.0,1
36624,0,5397.0,5256.0,141.0,1
36629,1,5256.0,5397.0,-141.0,0
36648,1,6084.0,5331.0,753.0,1
36653,0,5331.0,6084.0,-753.0,0
36660,0,4707.0,5702.0,-995.0,0
36665,1,5702.0,4707.0,995.0,1
36684,1,5201.0,5303.0,-102.0,0
36689,0,5303.0,5201.0,102.0,1
36696,0,5427.0,4798.0,629.0,1
36701,1,4798.0,5427.0,-629.0,0
36720,0,4941.0,5961.0,-1020.0,0
36725,1,5961.0,4941.0,1020.0,1
36732,1,6194.0,4993.0,1201.0,1
36737,0,4993.0,6194.0,-1201.0,0
36744,1,5311.0,5655.0,-344.0,0
36749,0,5655.0,5311.0,344.0,1
36756,0,4637.0,5722.0,-1085.0,0
36761,1,5722.0,4637.0,1085.0,1
36768,0,5475.0,5738.0,-263.0,0
36773,1,5738.0,5475.0,263.0,1
36780,0,5982.0,4974.0,1008.0,1
36785,1,4974.0,5982.0,-1008.0,0
36792,1,4799.0,5393.0,-594.0,0
36797,0,5393.0,4799.0,594.0,1
36804,0,4871.0,5513.0,-642.0,0
36809,1,5513.0,4871.0,642.0,1
36816,1,5141.0,4697.0,444.0,1
36821,0,4697.0,5141.0,-444.0,0
36828,1,5160.0,4449.0,711.0,1
36833,0,4449.0,5160.0,-711.0,0
36840,0,5505.0,5159.0,346.0,1
36845,1,5159.0,5505.0,-346.0,0
36852,1,6298.0,4935.0,1363.0,1
36857,0,4935.0,6298.0,-1363.0,0
36864,1,4895.0,4994.0,-99.0,0
36869,0,4994.0,4895.0,99.0,1
36876,1,4693.0,6169.0,-1476.0,0
36881,0,6169.0,4693.0,1476.0,1
36888,0,4564.0,5434.0,-870.0,0
36893,1,5434.0,4564.0,870.0,1
36900,1,6413.0,5462.0,951.0,1
